"hs_symbol","gene_id","SYMBOL","CpG","rank"
"BTRC","AMEX60DD052902","Btrc","cg16913798",374
"BTRC","AMEX60DD052906","Btrc.1","cg16913798",374
"ZNF521","AMEX60DD039549","Znf521","cg19825690",375
"FAF1","AMEX60DD019654","Faf1","cg26558476",376
"YTHDC1","AMEX60DD043986","Ythdc1","cg13341941",378
"SUPT3H","AMEX60DD032918","Supt3h","cg01946401.2",379
"OGT","AMEX60DD036783","Ogt","cg00486031",380
"TRPM3","AMEX60DD003641","Trpm3","cg00577233",381
"TRPM3","AMEX60DD043161","Trpm3.1","cg00577233",381
"MYT1L","AMEX60DD033354","Myt1l.1","cg06509306",382
"MYT1L","AMEX60DD033350","Myt1l","cg06509306",382
"VPS13B","AMEX60DD040188","Vps13b","cg05737603",383
"PTPRA","AMEX60DD046196","Ptpra","cg08783087",384
"MAPKAP1","AMEX60DD050518","Mapkap1","cg16602826",385
"AMMECR1L","AMEX60DD002733","Ammecr1l","cg18647021",388
"BCL11A","AMEX60DD035398","Bcl11a.1","cg05303585",389
"BCL11A","AMEX60DD024771","Bcl11a","cg05303585",389
"TCF3","AMEX60DD014386","Tcf3","cg22197358",391
"SKAP1","AMEX60DD010192","Skap1","cg01759834",392
"TMEM63B","AMEX60DD036444","Tmem63b","cg07150184",393
"TMEM260","AMEX60DD011137","Tmem260","cg04891054",394
"PITX2","AMEX60DD044294","Pitx2","cg26352755",395
"ZEB2","AMEX60DD029760","Zeb2","cg00029755",397
"ZEB2","AMEX60DD055909","Zeb2.1","cg00029755",397
"LMO1","AMEX60DD004749","Lmo1","cg11922708",400
"POLG","AMEX60DD004160","Polg","cg17659328",401
"POLG","AMEX60DD004162","Polg.1","cg17659328",401
"GTDC1","AMEX60DD031782","Gtdc1","cg14944561",402
"SRSF11","AMEX60DD019282","Srsf11","cg19411464",403
"GSE1","AMEX60DD017244","Gse1","cg24001739",406
"GSE1","AMEX60DD017249","Gse1.1","cg24001739",406
"ZNF423","AMEX60DD016569","Znf423","cg22438797",407
"URI1","AMEX60DD016694","Uri1.1","cg14977462",408
"URI1","AMEX60DD016693","Uri1","cg14977462",408
"GRK2","AMEX60DD007296","Grk2","cg03804622",410
"ELAVL4","AMEX60DD019659","Elavl4","cg06623258",412
"ARF6","AMEX60DD011821","Arf6","cg06665099",413
"ARF6","AMEX60DD024281","Arf6.1","cg06665099",413
"ST8SIA4","AMEX60DD042660","St8sia4","cg12086362",414
"ST8SIA4","AMEX60DD042663","St8sia4.2","cg12086362",414
"ST8SIA4","AMEX60DD042662","St8sia4.1","cg12086362",414
"DLG1","AMEX60DD001698","Dlg1.1","cg02106733",415
"DLG1","AMEX60DD001697","Dlg1","cg02106733",415
"RUNX2","AMEX60DD032921","Runx2","cg04126539",417
"RUNX2","AMEX60DD032922","Runx2.1","cg04126539",417
"LRBA","AMEX60DD045036","Lrba","cg18301725",419
"SMG7","AMEX60DD018594","Smg7","cg08642246",420
"POU4F2","AMEX60DD022852","Pou4f2","cg23306187",421
"POU4F2","AMEX60DD045005","Pou4f2.1","cg23306187",421
"ZNF536","AMEX60DD016701","Znf536.2","cg05600721",422
"ZNF536","AMEX60DD016699","Znf536.1","cg05600721",422
"ZNF536","AMEX60DD008513","Znf536","cg05600721",422
"MGMT","AMEX60DD030507","Mgmt","cg23272565",423
"SULF1","AMEX60DD039871","Sulf1","cg17609877",424
"ZFPM2","AMEX60DD040273","Zfpm2","cg04989360",425
"ZFPM2","AMEX60DD040274","Zfpm2.1","cg04989360",425
"SF1","AMEX60DD025246","Sf1","cg01503390",426
"LRMDA","AMEX60DD052208","Lrmda.2","cg06222302",427
"LRMDA","AMEX60DD052207","Lrmda.1","cg06222302",427
"LRMDA","AMEX60DD052205","Lrmda","cg06222302",427
"RBFOX1","AMEX60DD020250","Rbfox1","cg02057025",428
"ZIC3","AMEX60DD037412","Zic3","cg23650312",429
"PCLO","AMEX60DD006237","Pclo.1","cg03039203",430
"PCLO","AMEX60DD006236","Pclo","cg03039203",430
"EIF4G2","AMEX60DD045603","Eif4g2.1","cg15850080",431
"EIF4G2","AMEX60DD004812","Eif4g2","cg15850080",431
"SOX6","AMEX60DD004724","Sox6","cg17137627",432
"NRXN1","AMEX60DD035865","Nrxn1","cg11781618",434
"NRXN1","AMEX60DD035873","Nrxn1.2","cg11781618",434
"NRXN1","AMEX60DD035868","Nrxn1.1","cg11781618",434
"FBXW7","AMEX60DD050063","Fbxw7.2","cg25049678",435
"FBXW7","AMEX60DD045054","Fbxw7.1","cg25049678",435
"FBXW7","AMEX60DD026839","Fbxw7","cg25049678",435
"CCNL2","AMEX60DD051270","Ccnl2","cg07039889",436
"MYH7","AMEX60DD021093","Myh7","cg03334831",437
"MYH7","AMEX60DD021106","Myh7.3","cg03334831",437
"MYH7","AMEX60DD021099","Myh7.1","cg03334831",437
"MYH7","AMEX60DD021105","Myh7.2","cg03334831",437
"HOXD10","HoxD10","Hoxd10","cg26955784",438
"OGT","AMEX60DD036783","Ogt","cg22209761",441
"MAPKAP1","AMEX60DD050518","Mapkap1","cg23413592",442
"ZBTB44","AMEX60DD015291","Zbtb44","cg14399158",443
"ZBTB44","AMEX60DD053562","Zbtb44.2","cg14399158",443
"ZBTB44","AMEX60DD053566","Zbtb44.3","cg14399158",443
"ZBTB44","AMEX60DD015299","Zbtb44.1","cg14399158",443
"PKN2","AMEX60DD050297","Pkn2.2","cg19697564",444
"PKN2","AMEX60DD019076","Pkn2","cg19697564",444
"PKN2","AMEX60DD031720","Pkn2.1","cg19697564",444
"SATB2","AMEX60DD055319","Satb2","cg06177598",445
"LMO4","AMEX60DD019060","Lmo4","cg12810600",448
"LMO4","AMEX60DD051000","Lmo4.1","cg12810600",448
"PHOX2B","AMEX60DD045633","Phox2b","cg11481170",449
"PHOX2B","AMEX60DD045634","Phox2b.1","cg11481170",449
"MAPK14","AMEX60DD008807","Mapk14","cg26420826",450
"CNOT3","AMEX60DD017426","Cnot3","cg03225524",451
"IKZF1","AMEX60DD038240","Ikzf1","cg22661206",452
"DST","AMEX60DD033491","Dst","cg09430010",453
"DST","AMEX60DD033494","Dst.3","cg09430010",453
"DST","AMEX60DD040765","Dst.4","cg09430010",453
"DST","AMEX60DD033492","Dst.1","cg09430010",453
"DST","AMEX60DD033493","Dst.2","cg09430010",453
"ZFHX3","AMEX60DD016992","Zfhx3","cg15513100",454
"GRM3","AMEX60DD006244","Grm3","cg07733185",455
"STX6","AMEX60DD018656","Stx6","cg14627595",456
"STX6","AMEX60DD018657","Stx6.1","cg14627595",456
"FOXC1","AMEX60DD038386","Foxc1","cg14550429",457
"CAPZA2","AMEX60DD006321","Capza2","cg07405789",459
"WDR33","AMEX60DD002714","Wdr33","cg25424883",460
"RARG","AMEX60DD029578","Rarg","cg25820456",461
"SLC4A4","AMEX60DD043658","Slc4a4.1","cg00240849",464
"SLC4A4","AMEX60DD029045","Slc4a4","cg00240849",464
"DENND1A","AMEX60DD050557","Dennd1a","cg21909259",466
"FNDC1","AMEX60DD034289","Fndc1","cg11244870",467
"SIX3","AMEX60DD035943","Six3","cg18120675",470
"DENND1A","AMEX60DD050557","Dennd1a","cg26385432",471
"C2CD5","AMEX60DD006741","C2cd5","cg12675036",473
"C2CD5","AMEX60DD006743","C2cd5.1","cg12675036",473
"C2CD5","AMEX60DD006744","C2cd5.2","cg12675036",473
"SOX5","AMEX60DD006750","Sox5","cg20807423",474
"MVB12B","AMEX60DD050502","Mvb12b","cg13912499",476
"DDB1","AMEX60DD004626","Ddb1.2","cg20008438",478
"DDB1","AMEX60DD004624","Ddb1","cg20008438",478
"DDB1","AMEX60DD004625","Ddb1.1","cg20008438",478
"TCF4","AMEX60DD041795","Tcf4","cg08831341",479
"SMAD5","AMEX60DD028983","Smad5","cg07504030",480
"ESRRG","AMEX60DD025330","Esrrg","cg12421693",481
"ESRRG","AMEX60DD036107","Esrrg.1","cg12421693",481
"KCNH8","AMEX60DD055337","Kcnh8","cg27188233",482
"RNF220","AMEX60DD032083","Rnf220.1","cg06182411",483
"RNF220","AMEX60DD019858","Rnf220","cg06182411",483
"DACH1","AMEX60DD048850","Dach1","cg10991266",484
"WDPCP","AMEX60DD035641","Wdpcp","cg20059238",485
"PTBP3","AMEX60DD044153","Ptbp3","cg03843987",486
"HOXA2","HoxA2","Hoxa2","cg04481096",487
"SSTR2","AMEX60DD020738","Sstr2.1","cg23664745",488
"SSTR2","AMEX60DD020737","Sstr2","cg23664745",488
"SSTR2","AMEX60DD031255","Sstr2.2","cg23664745",488
"CAMKMT","AMEX60DD035946","Camkmt","cg12574219",489
"DACH1","AMEX60DD048850","Dach1","cg24570290",490
"TSHZ3","AMEX60DD016709","Tshz3","cg01631669",491
"LMO4","AMEX60DD019060","Lmo4","cg04110052",492
"LMO4","AMEX60DD051000","Lmo4.1","cg04110052",492
"ARHGEF10L","AMEX60DD051467","Arhgef10l","cg24546928",493
"HIF1AN","AMEX60DD051631","Hif1an","cg20733004",494
"HOXC4","AMEX60DD029500","Hoxc4.1","cg25860089",495
"HOXC4","AMEX60DD029499","Hoxc4","cg25860089",495
"CLASP1","AMEX60DD056118","Clasp1","cg00887670",496
"GRIA2","AMEX60DD045153","Gria2.1","cg03214411",499
"GRIA2","AMEX60DD045146","Gria2","cg03214411",499
"NAA30","AMEX60DD011126","Naa30","cg00811020",501
"TMEM63B","AMEX60DD036444","Tmem63b","cg14155184",502
"LHX9","AMEX60DD018728","Lhx9","cg08193095",503
"ATP5MC3","AMEX60DD002552","Atp5mc3","cg10736991",504
"ATP5MC3","AMEX60DD055619","Atp5mc3.1","cg10736991",504
"ZBTB20","AMEX60DD046990","Zbtb20","cg14412072",505
"CAMKMT","AMEX60DD035946","Camkmt","cg01918593",506
"CAVIN1","AMEX60DD010031","Cavin1","cg08691554",507
"CACNA1C","AMEX60DD006922","Cacna1c","cg16986738",508
"CACNA1C","AMEX60DD006923","Cacna1c.1","cg16986738",508
"CACNA1C","AMEX60DD006925","Cacna1c.2","cg16986738",508
"STAG1","AMEX60DD002399","Stag1","cg27388341",509
"STAG1","AMEX60DD002400","Stag1.1","cg27388341",509
"STAG1","AMEX60DD002401","Stag1.2","cg27388341",509
"INO80D","AMEX60DD055045","Ino80d","cg16981766",510
"PTF1A","AMEX60DD021900","Ptf1a","cg13996934",511
"BRINP1","AMEX60DD050793","Brinp1","cg15169047",512
"ANTXR2","AMEX60DD033198","Antxr2.1","cg14497036",513
"ANTXR2","AMEX60DD024951","Antxr2","cg14497036",513
"ZNF521","AMEX60DD039549","Znf521","cg15047244",514
"NFIB","AMEX60DD019415","Nfib","cg20408384",516
"NFIB","AMEX60DD043470","Nfib.1","cg20408384",516
"ST18","AMEX60DD039692","St18","cg15412281",519
"SOX5","AMEX60DD006750","Sox5","cg07919628",522
"SLC25A36","AMEX60DD002744","Slc25a36","cg03215611",523
"SLC25A36","AMEX60DD026781","Slc25a36.1","cg03215611",523
"CSNK1A1","AMEX60DD027743","Csnk1a1","cg12433048",525
"TEAD1","AMEX60DD017302","Tead1.1","cg04098553",526
"TEAD1","AMEX60DD004832","Tead1","cg04098553",526
"PHOX2B","AMEX60DD045633","Phox2b","cg04243635",529
"PHOX2B","AMEX60DD045634","Phox2b.1","cg04243635",529
"DAZAP1","AMEX60DD013501","Dazap1","cg02376954",530
"GRAMD1B","AMEX60DD053491","Gramd1b.1","cg24025580",531
"GRAMD1B","AMEX60DD053495","Gramd1b.2","cg24025580",531
"GRAMD1B","AMEX60DD053490","Gramd1b","cg24025580",531
"DSCAM","AMEX60DD047156","Dscam","cg22225812",532
"DSCAM","AMEX60DD047157","Dscam.1","cg22225812",532
"FLOT2","AMEX60DD054834","Flot2","cg19632501",535
"FLOT2","AMEX60DD054835","Flot2.1","cg19632501",535
"BCL11A","AMEX60DD035398","Bcl11a.1","cg26132310",536
"BCL11A","AMEX60DD024771","Bcl11a","cg26132310",536
"ZFHX3","AMEX60DD016992","Zfhx3","cg21801213",538
"NR2F2","AMEX60DD003483","Nr2f2","cg18628648",539
"MGST1","AMEX60DD006663","Mgst1","cg01711379",540
"UNCX","AMEX60DD021249","Uncx","cg21197193",541
"OSBPL9","AMEX60DD019640","Osbpl9","cg16299341",542
"NEK7","AMEX60DD018724","Nek7","cg13449577",543
"CDK8","AMEX60DD049307","Cdk8","cg10586028",544
"CFAP61","AMEX60DD035490","Cfap61","cg18486719",545
"KRAS","AMEX60DD006778","Kras","cg18840480",546
"ACHE","AMEX60DD013366","Ache","cg05066539",549
"NFIX","AMEX60DD031984","Nfix.1","cg02261822",550
"NFIX","AMEX60DD031983","Nfix","cg02261822",550
"DMD","AMEX60DD048448","Dmd","cg01319431",551
"DMD","AMEX60DD048456","Dmd.3","cg01319431",551
"DMD","AMEX60DD048452","Dmd.1","cg01319431",551
"DMD","AMEX60DD048454","Dmd.2","cg01319431",551
"EIF1B","AMEX60DD022045","Eif1b","cg04477970",552
"PRDM16","AMEX60DD051365","Prdm16","cg07275387",553
"SGMS1","AMEX60DD052534","Sgms1.1","cg09543858",554
"SGMS1","AMEX60DD028919","Sgms1","cg09543858",554
"GRM4","AMEX60DD008744","Grm4.1","cg10133742",555
"GRM4","AMEX60DD008743","Grm4","cg10133742",555
"ACACA","AMEX60DD054117","Acaca.1","cg09911517",556
"ACACA","AMEX60DD054118","Acaca.2","cg09911517",556
"ACACA","AMEX60DD054114","Acaca","cg09911517",556
"TBR1","AMEX60DD055781","Tbr1","cg05757789",557
"PLCB4","AMEX60DD035741","Plcb4","cg23939000",559
"TEAD1","AMEX60DD017302","Tead1.1","cg01434508",560
"TEAD1","AMEX60DD004832","Tead1","cg01434508",560
"UTRN","AMEX60DD034339","Utrn","cg23245556",561
"NEUROD6","AMEX60DD037990","Neurod6","cg13220278",562
"CNTLN","AMEX60DD043394","Cntln","cg19221572",563
"MAPKAP1","AMEX60DD050518","Mapkap1","cg01899622",564
"ZNF407","AMEX60DD039213","Znf407","cg25810458",565
"SSBP3","AMEX60DD019537","Ssbp3.1","cg10450703",566
"SSBP3","AMEX60DD014133","Ssbp3","cg10450703",566
"UBE2R2","AMEX60DD041598","Ube2r2","cg26422848",568
"MAGI1","AMEX60DD025486","Magi1.3","cg08933237",569
"MAGI1","AMEX60DD023768","Magi1.1","cg08933237",569
"MAGI1","AMEX60DD023770","Magi1.2","cg08933237",569
"MAGI1","AMEX60DD023767","Magi1","cg08933237",569
"SDCCAG8","AMEX60DD035270","Sdccag8","cg19163499",570
"SDCCAG8","AMEX60DD035273","Sdccag8.1","cg19163499",570
"ZNF521","AMEX60DD039549","Znf521","cg09227751",572
"BCL11A","AMEX60DD035398","Bcl11a.1","cg20928174",573
"BCL11A","AMEX60DD024771","Bcl11a","cg20928174",573
"UNCX","AMEX60DD021249","Uncx","cg07189644",574
"DLG3","AMEX60DD036891","Dlg3.2","cg17589528",575
"DLG3","AMEX60DD036882","Dlg3","cg17589528",575
"DLG3","AMEX60DD036887","Dlg3.1","cg17589528",575
"HNRNPM","AMEX60DD035271","Hnrnpm.2","cg12154271",576
"HNRNPM","AMEX60DD014678","Hnrnpm","cg12154271",576
"HNRNPM","AMEX60DD035272","Hnrnpm.3","cg12154271",576
"HNRNPM","AMEX60DD020364","Hnrnpm.1","cg12154271",576
"ASXL3","AMEX60DD039642","Asxl3","cg00389116",577
"PTPRD","AMEX60DD043348","Ptprd","cg02514296",579
"YPEL5","AMEX60DD036218","Ypel5","cg11215720",580
"NLGN3","AMEX60DD036828","Nlgn3.1","cg14397701",581
"NLGN3","AMEX60DD036826","Nlgn3","cg14397701",581
"PBX3","AMEX60DD050513","Pbx3.1","cg01280744",582
"PBX3","AMEX60DD050511","Pbx3","cg01280744",582
"LHX9","AMEX60DD018728","Lhx9","cg02730271",584
"TCF7L2","AMEX60DD053152","Tcf7l2","cg21738950",586
"PCDH9","AMEX60DD048868","Pcdh9","cg22069272",588
"PCDH9","AMEX60DD048871","Pcdh9.1","cg22069272",588
"CCNL2","AMEX60DD051270","Ccnl2","cg01648457",590
"PROX1","AMEX60DD025278","Prox1","cg25295401",592
"PROX1","AMEX60DD036083","Prox1.1","cg25295401",592
"PDSS2","AMEX60DD034071","Pdss2","cg24605458",593
"ZEB2","AMEX60DD029760","Zeb2","cg15053735",594
"ZEB2","AMEX60DD055909","Zeb2.1","cg15053735",594
"USP9X","AMEX60DD047637","Usp9x.2","cg12907232",595
"USP9X","AMEX60DD047635","Usp9x","cg12907232",595
"USP9X","AMEX60DD047636","Usp9x.1","cg12907232",595
"GRIK4","AMEX60DD053803","Grik4","cg12207173",597
"SIM1","AMEX60DD034017","Sim1","cg08712796",598
"FIGN","AMEX60DD029644","Fign","cg07224849",599
"FIGN","AMEX60DD055759","Fign.1","cg07224849",599
"CNTLN","AMEX60DD043394","Cntln","cg19258430",601
"CNKSR2","AMEX60DD048492","Cnksr2.1","cg23269439",603
"CNKSR2","AMEX60DD048493","Cnksr2.2","cg23269439",603
"CNKSR2","AMEX60DD048489","Cnksr2","cg23269439",603
"BCL11A","AMEX60DD035398","Bcl11a.1","cg01052727",605
"BCL11A","AMEX60DD024771","Bcl11a","cg01052727",605
"SULF1","AMEX60DD039871","Sulf1","cg05928030",606
"LRMDA","AMEX60DD052208","Lrmda.2","cg05787618",607
"LRMDA","AMEX60DD052207","Lrmda.1","cg05787618",607
"LRMDA","AMEX60DD052205","Lrmda","cg05787618",607
"WDR7","AMEX60DD041800","Wdr7","cg09731876",608
"BRD9","AMEX60DD039000","Brd9","cg00162326",610
"GRIK4","AMEX60DD053803","Grik4","cg05719620",611
"LRMDA","AMEX60DD052208","Lrmda.2","cg08339603",612
"LRMDA","AMEX60DD052207","Lrmda.1","cg08339603",612
"LRMDA","AMEX60DD052205","Lrmda","cg08339603",612
"GPATCH2","AMEX60DD036112","Gpatch2","cg25279235",614
"GPATCH2","AMEX60DD036113","Gpatch2.1","cg25279235",614
"PAX2","AMEX60DD051628","Pax2","cg17944695",616
"UBA3","AMEX60DD023910","Uba3","cg20407054",617
"MRPL46","AMEX60DD004190","Mrpl46","cg22346366",619
"FOXP1","AMEX60DD023939","Foxp1","cg10626997",620
"MAPKAP1","AMEX60DD050518","Mapkap1","cg04647605",621
"RFX3","AMEX60DD043102","Rfx3","cg03476420",622
"LTBP1","AMEX60DD035209","Ltbp1","cg04777174",623
"SORBS2","AMEX60DD045413","Sorbs2","cg17879286",624
"ACVR2A","AMEX60DD055885","Acvr2a","cg20237169",625
"YTHDF2","AMEX60DD039808","Ythdf2.1","cg19022322",626
"YTHDF2","AMEX60DD005533","Ythdf2","cg19022322",626
"HOXD3","AMEX60DD029486","Hoxd3","cg18308012",627
"PPP2R5A","AMEX60DD036058","Ppp2r5a","cg05187404",628
"AUTS2","AMEX60DD027966","Auts2","cg26154615",629
"AUTS2","AMEX60DD054212","Auts2.1","cg26154615",629
"AUTS2","AMEX60DD054215","Auts2.3","cg26154615",629
"AUTS2","AMEX60DD054214","Auts2.2","cg26154615",629
"ZSWIM6","AMEX60DD042202","Zswim6","cg09656189",630
"MGMT","AMEX60DD030507","Mgmt","cg16382039",631
"CREB5","AMEX60DD021965","Creb5","cg02052767",632
"CREB5","AMEX60DD021966","Creb5.1","cg02052767",632
"MAPKAP1","AMEX60DD050518","Mapkap1","cg05122695",633
"SALL3","AMEX60DD039092","Sall3","cg07843244",634
"PAX2","AMEX60DD051628","Pax2","cg01486146",635
"BTRC","AMEX60DD052902","Btrc","cg18036792",636
"BTRC","AMEX60DD052906","Btrc.1","cg18036792",636
"BEND4","AMEX60DD045625","Bend4","cg22745397",637
"EBF3","AMEX60DD046404","Ebf3","cg14118069",638
"EBF3","AMEX60DD052723","Ebf3.1","cg14118069",638
"CAMKMT","AMEX60DD035946","Camkmt","cg26986270",639
"RORA","AMEX60DD005359","Rora","cg02232023",640
"SPRED2","AMEX60DD035606","Spred2.1","cg20831889",642
"SPRED2","AMEX60DD024427","Spred2","cg20831889",642
"GTDC1","AMEX60DD031782","Gtdc1","cg21630674",643
"DNAH11","AMEX60DD021986","Dnah11","cg15085822",645
"DNAH11","AMEX60DD021989","Dnah11.1","cg15085822",645
"DNAH11","AMEX60DD055687","Dnah11.4","cg15085822",645
"DNAH11","AMEX60DD055690","Dnah11.5","cg15085822",645
"DNAH11","AMEX60DD021992","Dnah11.3","cg15085822",645
"DNAH11","AMEX60DD021991","Dnah11.2","cg15085822",645
"CHD7","AMEX60DD039791","Chd7","cg05275337",647
"LRP6","AMEX60DD006973","Lrp6","cg13618394",648
"FOXP1","AMEX60DD023939","Foxp1","cg12508577",649
"HMBOX1","AMEX60DD032789","Hmbox1","cg09909000",650
"BCL11A","AMEX60DD035398","Bcl11a.1","cg06659440",651
"BCL11A","AMEX60DD024771","Bcl11a","cg06659440",651
"EN1","AMEX60DD056025","En1","cg05454653",652
"PAPOLA","AMEX60DD011404","Papola","cg03119474",653
"ZFHX4","AMEX60DD039942","Zfhx4","cg04414191",654
"DCX","AMEX60DD037111","Dcx","cg23384838",655
"NRG1","AMEX60DD043761","Nrg1","cg26620916",658
"TNPO2","AMEX60DD031915","Tnpo2","cg13246416",659
"CNOT2","AMEX60DD006520","Cnot2","cg26074551",661
"RBM6","AMEX60DD024208","Rbm6","cg19490575",662
"FAM172A","AMEX60DD042583","Fam172a.2","cg24855432",664
"FAM172A","AMEX60DD042581","Fam172a","cg24855432",664
"FAM172A","AMEX60DD042582","Fam172a.1","cg24855432",664
"SOX5","AMEX60DD006750","Sox5","cg15881760",665
"FIGN","AMEX60DD029644","Fign","cg04712261",666
"FIGN","AMEX60DD055759","Fign.1","cg04712261",666
"DMD","AMEX60DD048448","Dmd","cg13611779",667
"DMD","AMEX60DD048456","Dmd.3","cg13611779",667
"DMD","AMEX60DD048452","Dmd.1","cg13611779",667
"DMD","AMEX60DD048454","Dmd.2","cg13611779",667
"ARPP21","AMEX60DD037959","Arpp21","cg00656055",670
"ZNF407","AMEX60DD039213","Znf407","cg09482204",671
"OSR2","AMEX60DD040185","Osr2","cg15131523",672
"BTRC","AMEX60DD052902","Btrc","cg14512347",673
"BTRC","AMEX60DD052906","Btrc.1","cg14512347",673
"SPTBN1","AMEX60DD024979","Sptbn1","cg21219688",674
"SPTBN1","AMEX60DD036506","Sptbn1.2","cg21219688",674
"SPTBN1","AMEX60DD035674","Sptbn1.1","cg21219688",674
"SS18","AMEX60DD039559","Ss18","cg22245041",675
"ADAMTS3","AMEX60DD044173","Adamts3","cg26672432",678
"FOXP1","AMEX60DD023939","Foxp1","cg25135002",681
"NR2F1","AMEX60DD042580","Nr2f1.1","cg06879344",682
"NR2F1","AMEX60DD015153","Nr2f1","cg06879344",682
"SATB1","AMEX60DD022782","Satb1","cg12926657",683
"ELAVL2","AMEX60DD044481","Elavl2","cg08717144",684
"TENM2","AMEX60DD030344","Tenm2","cg21121559",685
"ESRRG","AMEX60DD025330","Esrrg","cg21310266",686
"ESRRG","AMEX60DD036107","Esrrg.1","cg21310266",686
"ZNF536","AMEX60DD016701","Znf536.2","cg01618051",687
"ZNF536","AMEX60DD016699","Znf536.1","cg01618051",687
"ZNF536","AMEX60DD008513","Znf536","cg01618051",687
"PCCA","AMEX60DD048177","Pcca","cg08374054",688
"PBX1","AMEX60DD031588","Pbx1.1","cg22314954",689
"PBX1","AMEX60DD018398","Pbx1","cg22314954",689
"PBX1","AMEX60DD050515","Pbx1.3","cg22314954",689
"PBX1","AMEX60DD050512","Pbx1.2","cg22314954",689
"PTPRD","AMEX60DD043348","Ptprd","cg01836225",691
"GRIA2","AMEX60DD045153","Gria2.1","cg05097610",692
"GRIA2","AMEX60DD045146","Gria2","cg05097610",692
"DERL2","AMEX60DD054059","Derl2.1","cg20738648",694
"DERL2","AMEX60DD000338","Derl2","cg20738648",694
"FGFR1","AMEX60DD002586","Fgfr1","cg26059055",696
"FUT8","AMEX60DD012057","Fut8","cg12206270",697
"ZMYND8","AMEX60DD027593","Zmynd8","cg11702192",698
"ARRDC3","AMEX60DD042571","Arrdc3","cg04492620",699
"ZNF608","AMEX60DD015019","Znf608","cg01403803",700
"ZNF608","AMEX60DD042880","Znf608.1","cg01403803",700
"DRGX","AMEX60DD052422","Drgx","cg15666331",701
"NR2F2","AMEX60DD003483","Nr2f2","cg15221004",704
"LRBA","AMEX60DD045036","Lrba","cg09571697",706
"RIMS1","AMEX60DD033593","Rims1","cg10592669",707
"SPOCK2","AMEX60DD051666","Spock2","cg01990759",708
"HOXC4","AMEX60DD029500","Hoxc4.1","cg20435403",709
"HOXC4","AMEX60DD029499","Hoxc4","cg20435403",709
"RBFOX1","AMEX60DD020250","Rbfox1","cg00982312",710
"SNAP91","AMEX60DD033735","Snap91","cg07372260",711
"SNAP91","AMEX60DD033736","Snap91.1","cg07372260",711
"SNAP91","AMEX60DD033740","Snap91.2","cg07372260",711
"FGF13","AMEX60DD037407","Fgf13","cg21552156",714
"SRCAP","AMEX60DD027968","Srcap.1","cg08826468",717
"SRCAP","AMEX60DD027967","Srcap","cg08826468",717
"IKZF2","AMEX60DD055399","Ikzf2","cg16643400",718
"FAM172A","AMEX60DD042583","Fam172a.2","cg07982601",719
"FAM172A","AMEX60DD042581","Fam172a","cg07982601",719
"FAM172A","AMEX60DD042582","Fam172a.1","cg07982601",719
"FOXP1","AMEX60DD023939","Foxp1","cg15810562",720
"BAZ2B","AMEX60DD055801","Baz2b","cg15417124",721
"FIGN","AMEX60DD029644","Fign","cg19002093",723
"FIGN","AMEX60DD055759","Fign.1","cg19002093",723
"ZNF536","AMEX60DD016701","Znf536.2","cg07188186",726
"ZNF536","AMEX60DD016699","Znf536.1","cg07188186",726
"ZNF536","AMEX60DD008513","Znf536","cg07188186",726
"POU3F4","AMEX60DD037615","Pou3f4","cg15309974",727
"POU3F4","AMEX60DD048058","Pou3f4.1","cg15309974",727
"RUNX1T1","AMEX60DD040096","Runx1t1","cg02365170",730
"DCDC1","AMEX60DD004913","Dcdc1","cg21692907",734
"PAX9","AMEX60DD012252","Pax9","cg16670181",735
"ATG4C","AMEX60DD019389","Atg4c","cg20610965",736
"CELF2","AMEX60DD008170","Celf2","cg18491911",738
"P2RY1","AMEX60DD027640","P2ry1.2","cg13655781",739
"P2RY1","AMEX60DD027638","P2ry1.1","cg13655781",739
"P2RY1","AMEX60DD001889","P2ry1","cg13655781",739
"KCNS2","AMEX60DD040180","Kcns2","cg05825700",740
"ATP2B3","AMEX60DD025551","Atp2b3","cg05998656",741
"ATP2B3","AMEX60DD025578","Atp2b3.2","cg05998656",741
