"gene_id","hs_symbol","SYMBOL"
"AMEX60DD000605","CIRBP","Cirbp.1"
"AMEX60DD000606",NA,"AM000606"
"AMEX60DD000607","RPS2","Rps2"
"AMEX60DD000608","KNTC1","Kntc1"
"AMEX60DD000609",NA,"XELAEV_18000201MG"
"AMEX60DD000610","RSRC2","Rsrc2"
"AMEX60DD000611",NA,"LOC115100635"
"AMEX60DD000612","ZCCHC8","Zcchc8"
"AMEX60DD000613",NA,"AM000613"
"AMEX60DD000614","CLIP1","Clip1"
"AMEX60DD000615","VPS33A","Vps33a"
"AMEX60DD000616",NA,"PARPI_0014259"
"AMEX60DD000617",NA,"AM000617"
"AMEX60DD000618","DIABLO","Diablo"
"AMEX60DD000619","B3GNT4","B3gnt4"
"AMEX60DD000620","LRRC43","Lrrc43"
"AMEX60DD000621",NA,"AM000621"
"AMEX60DD000622",NA,"AM000622"
"AMEX60DD000623",NA,"AM000623"
"AMEX60DD000624","BCL7A","Bcl7a"
"AMEX60DD000625",NA,"WDR66"
"AMEX60DD000626","CYRIA","Cyria"
"AMEX60DD000627",NA,"WDR66.1"
"AMEX60DD000628","PSMD9","Psmd9"
"AMEX60DD000629",NA,"AM000629"
"AMEX60DD000630","HPD","Hpd"
"AMEX60DD000631","SETD1B","Setd1b"
"AMEX60DD000632","SETD1B","Setd1b.1"
"AMEX60DD000633",NA,"D4764_17G0006420"
"AMEX60DD000634","HARBI1","Harbi1.1"
"AMEX60DD000635",NA,"AM000635"
"AMEX60DD000636",NA,"AM000636"
"AMEX60DD000637",NA,"AM000637"
"AMEX60DD000638","RHOF","Rhof"
"AMEX60DD000639",NA,"AM000639"
"AMEX60DD000640","TMEM120B","Tmem120b"
"AMEX60DD000641","MORN3","Morn3"
"AMEX60DD000642","ORAI1","Orai1"
"AMEX60DD000643","KDM2B","Kdm2b"
"AMEX60DD000644",NA,"AM000644"
"AMEX60DD000645",NA,"AM000645"
"AMEX60DD000646","RNF34","Rnf34"
"AMEX60DD000647","ANAPC5","Anapc5"
"AMEX60DD000648",NA,"AM000648"
"AMEX60DD000649",NA,"AM000649"
"AMEX60DD000650","CAMKK2","Camkk2"
"AMEX60DD000651",NA,"AM000651"
"AMEX60DD000652","P2RX4","P2rx4"
"AMEX60DD000653","P2RX7","P2rx7"
"AMEX60DD000654",NA,"AM000654"
"AMEX60DD000655","IFT81","Ift81"
"AMEX60DD000656",NA,"AM000656"
"AMEX60DD000657",NA,"AM000657"
"AMEX60DD000658","ATP2A2","Atp2a2"
"AMEX60DD000659","ANAPC7","Anapc7"
"AMEX60DD000660","ANAPC7","Anapc7.1"
"AMEX60DD000661","UBE2G1","Ube2g1"
"AMEX60DD000662","ARPC3","Arpc3"
"AMEX60DD000663",NA,"AM000663"
"AMEX60DD000664",NA,"AM000664"
"AMEX60DD000665","GPN3","Gpn3"
"AMEX60DD000666","FAM216A","Fam216a"
"AMEX60DD000667","VPS29","Vps29"
"AMEX60DD000668","RAD9B","Rad9b"
"AMEX60DD000669","PPTC7","Pptc7"
"AMEX60DD000670","TCTN1","Tctn1"
"AMEX60DD000671",NA,"AM000671"
"AMEX60DD000672","HVCN1","Hvcn1"
"AMEX60DD000673","PPP1CC","Ppp1cc"
"AMEX60DD000674",NA,"AM000674"
"AMEX60DD000675","CCDC63","Ccdc63"
"AMEX60DD000676","MYL2","Myl2"
"AMEX60DD000677",NA,"AM000677"
"AMEX60DD000678","CUX2","Cux2"
"AMEX60DD000679",NA,"LOC102352108"
"AMEX60DD000680","PHETA1","Pheta1"
"AMEX60DD000681","ATXN2","Atxn2"
"AMEX60DD000682",NA,"AM000682"
"AMEX60DD000683","ATXN2","Atxn2.1"
"AMEX60DD000684","BRAP","Brap"
"AMEX60DD000685",NA,"LOC100336828"
"AMEX60DD000686","ACAD10","Acad10"
"AMEX60DD000687","UBE2I","Ube2i"
"AMEX60DD000688",NA,"AM000688"
"AMEX60DD000689","ALDH2","Aldh2"
"AMEX60DD000690",NA,"AM000690"
"AMEX60DD000691","MAPKAPK5","Mapkapk5"
"AMEX60DD000692",NA,"AM000692"
"AMEX60DD000693",NA,"AM000693"
"AMEX60DD000694","TMEM116","Tmem116"
"AMEX60DD000695",NA,"MDA_GLEAN10011711"
"AMEX60DD000696","ERP29","Erp29"
"AMEX60DD000697",NA,"AM000697"
"AMEX60DD000698",NA,"AM000698"
"AMEX60DD000699",NA,"AM000699"
"AMEX60DD000700","NAA25","Naa25"
"AMEX60DD000701",NA,"AM000701"
"AMEX60DD000702",NA,"AM000702"
"AMEX60DD000703","TRAFD1","Trafd1"
"AMEX60DD000704","HECTD4","Hectd4"
"AMEX60DD000705","HECTD4","Hectd4.1"
"AMEX60DD000706","HECTD4","Hectd4.2"
"AMEX60DD000707",NA,"AM000707"
"AMEX60DD000708","RPL6","Rpl6"
"AMEX60DD000709","PTPN11","Ptpn11"
"AMEX60DD000710",NA,"AM000710"
"AMEX60DD000711","RPH3A","Rph3a"
"AMEX60DD000712","PSMB6","Psmb6"
"AMEX60DD000713",NA,"LOC111606693"
"AMEX60DD000714",NA,"AM000714"
"AMEX60DD000715",NA,"AM000715"
"AMEX60DD000716","WSCD2","Wscd2"
"AMEX60DD000717",NA,"AM000717"
"AMEX60DD000718","CMKLR1","Cmklr1"
"AMEX60DD000719",NA,"AM000719"
"AMEX60DD000720",NA,"AM000720"
"AMEX60DD000721",NA,"AM000721"
"AMEX60DD000722","PTPN11","Ptpn11.1"
"AMEX60DD000723",NA,"AM000723"
"AMEX60DD000724","USP30","Usp30"
"AMEX60DD000725","USP30","Usp30.1"
"AMEX60DD000726",NA,"AM000726"
"AMEX60DD000727",NA,"AM000727"
"AMEX60DD000728","SART3","Sart3"
"AMEX60DD000729","FICD","Ficd"
"AMEX60DD000730","SART3","Sart3.1"
"AMEX60DD000731","SART3","Sart3.2"
"AMEX60DD000732","TMEM119","Tmem119"
"AMEX60DD000733","TMEM119","Tmem119.1"
"AMEX60DD000734",NA,"AM000734"
"AMEX60DD000735","ISCU","Iscu"
"AMEX60DD000736","SELPLG","Selplg"
"AMEX60DD000737",NA,"AM000737"
"AMEX60DD000738",NA,"AM000738"
"AMEX60DD000739","CORO1C","Coro1c"
"AMEX60DD000740",NA,"AM000740"
"AMEX60DD000741",NA,"AM000741"
"AMEX60DD000742","SSH1","Ssh1"
"AMEX60DD000743","SSH1","Ssh1.1"
"AMEX60DD000744","SSH1","Ssh1.2"
"AMEX60DD000745","DAO","Dao"
"AMEX60DD000746",NA,"AM000746"
"AMEX60DD000747","CYB5A","Cyb5a"
"AMEX60DD000748","SVOP","Svop"
"AMEX60DD000749","SVOP","Svop.1"
"AMEX60DD000750",NA,"AM000750"
"AMEX60DD000751","USP30","Usp30.2"
"AMEX60DD000752",NA,"AM000752"
"AMEX60DD000753","ALKBH2","Alkbh2"
"AMEX60DD000754","UNG","Ung"
"AMEX60DD000755","ACACB","Acacb"
"AMEX60DD000756","ACACB","Acacb.1"
"AMEX60DD000757","ACACB","Acacb.2"
"AMEX60DD000758","FOXN4","Foxn4"
"AMEX60DD000759","FOXN4","Foxn4.1"
"AMEX60DD000760",NA,"AM000760"
"AMEX60DD000761",NA,"LOC111606693.1"
"AMEX60DD000762","MYO1H","Myo1h"
"AMEX60DD000763","KCTD10","Kctd10"
"AMEX60DD000764","UBE3B","Ube3b"
"AMEX60DD000765",NA,"AM000765"
"AMEX60DD000766",NA,"AM000766"
"AMEX60DD000767",NA,"AM000767"
"AMEX60DD000768",NA,"AM000768"
"AMEX60DD000769","UBE3B","Ube3b.1"
"AMEX60DD000770",NA,"AM000770"
"AMEX60DD000771","ALDH3B1","Aldh3b1"
"AMEX60DD000772",NA,"AM000772"
"AMEX60DD000773",NA,"AM000773"
"AMEX60DD000774",NA,"AM000774"
"AMEX60DD000775",NA,"AM000775"
"AMEX60DD000776","MMAB","Mmab"
"AMEX60DD000777","MVK","Mvk"
"AMEX60DD000778",NA,"LOC115821825"
"AMEX60DD000779","ALDH3B1","Aldh3b1.1"
"AMEX60DD000780","UBE3B","Ube3b.2"
"AMEX60DD000781","ACACB","Acacb.3"
"AMEX60DD000782",NA,"AM000782"
"AMEX60DD000783",NA,"AM000783"
"AMEX60DD000784",NA,"AM000784"
"AMEX60DD000785",NA,"AM000785"
"AMEX60DD000786",NA,"AM000786"
"AMEX60DD000787",NA,"AM000787"
"AMEX60DD000788",NA,"AM000788"
"AMEX60DD000789",NA,"LOC108698892"
"AMEX60DD000790",NA,"AM000790"
"AMEX60DD000791",NA,"AM000791"
"AMEX60DD000792",NA,"AM000792"
"AMEX60DD000793",NA,"AM000793"
"AMEX60DD000794",NA,"ROHU_001488"
"AMEX60DD000795","FAM222A","Fam222a"
"AMEX60DD000796",NA,"AM000796"
"AMEX60DD000797",NA,"AM000797"
"AMEX60DD000798",NA,"AM000798"
"AMEX60DD000799",NA,"AM000799"
"AMEX60DD000800",NA,"AM000800"
"AMEX60DD000801",NA,"AM000801"
"AMEX60DD000802","TRPV4","Trpv4"
"AMEX60DD000803","YBX1","Ybx1"
"AMEX60DD000804","GLTP","Gltp"
"AMEX60DD000805",NA,"LOC108634846"
"AMEX60DD000806",NA,"AM000806"
"AMEX60DD000807",NA,"CHK1"
"AMEX60DD000808",NA,"LOC100337476"
"AMEX60DD000809",NA,"LOC108176166"
"AMEX60DD000810",NA,"LOC257642"
"AMEX60DD000811",NA,"XELAEV_18029838MG"
"AMEX60DD000812","TCHP","Tchp"
"AMEX60DD000813",NA,"LOC114552212"
"AMEX60DD000814",NA,"LOC115400030"
"AMEX60DD000815","GIT2","Git2"
"AMEX60DD000816",NA,"AM000816"
"AMEX60DD000817","ANKRD13A","Ankrd13a"
"AMEX60DD000818",NA,"AM000818"
"AMEX60DD000819",NA,"DR999_PMT02416"
"AMEX60DD000820","SLC6A4","Slc6a4"
"AMEX60DD000821",NA,"LOC106484380"
"AMEX60DD000822",NA,"AM000822"
"AMEX60DD000823",NA,"AM000823"
"AMEX60DD000824",NA,"LOC116043362"
"AMEX60DD000825",NA,"XELAEV_18029838MG.1"
"AMEX60DD000826",NA,"CDH1D"
"AMEX60DD000827",NA,"AM000827"
"AMEX60DD000828","SGSM1","Sgsm1"
"AMEX60DD000829",NA,"AM000829"
"AMEX60DD000830",NA,"TMEM211"
"AMEX60DD000831","KIAA1671","Kiaa1671"
"AMEX60DD000832","CRYBB3","Crybb3"
"AMEX60DD000833","CRYBB2","Crybb2"
"AMEX60DD000834","CRYBB2","Crybb2.1"
"AMEX60DD000835",NA,"AM000835"
"AMEX60DD000836",NA,"AM000836"
"AMEX60DD000837",NA,"AM000837"
"AMEX60DD000838","GRK3","Grk3"
"AMEX60DD000839","GRK3","Grk3.1"
"AMEX60DD000840","GRK3","Grk3.2"
"AMEX60DD000841","GRK3","Grk3.3"
"AMEX60DD000842","MYO18B","Myo18b"
"AMEX60DD000843","MYO18B","Myo18b.1"
"AMEX60DD000844",NA,"AM000844"
"AMEX60DD000845","SEZ6L","Sez6l"
"AMEX60DD000846","ASPHD2","Asphd2"
"AMEX60DD000847",NA,"LOC115073103"
"AMEX60DD000848","HPS4","Hps4"
"AMEX60DD000849",NA,"AM000849"
"AMEX60DD000850","SRRD","Srrd"
"AMEX60DD000851","CLUH","Cluh"
"AMEX60DD000852",NA,"AM000852"
"AMEX60DD000853",NA,"AM000853"
"AMEX60DD000854",NA,"AM000854"
"AMEX60DD000855",NA,"AM000855"
"AMEX60DD000856",NA,"AM000856"
"AMEX60DD000857","TPST2","Tpst2"
"AMEX60DD000858",NA,"AM000858"
"AMEX60DD000859","CRYBB1","Crybb1"
"AMEX60DD000860","CRYBA4","Cryba4"
"AMEX60DD000861","RDH14","Rdh14"
"AMEX60DD000862","TPST2","Tpst2.1"
"AMEX60DD000863",NA,"AM000863"
"AMEX60DD000864","TCHP","Tchp.1"
"AMEX60DD000865",NA,"AM000865"
"AMEX60DD000866",NA,"AM000866"
"AMEX60DD000867",NA,"AM000867"
"AMEX60DD000868",NA,"AM000868"
"AMEX60DD000869",NA,"AM000869"
"AMEX60DD000870",NA,"AM000870"
"AMEX60DD000871",NA,"AM000871"
"AMEX60DD000872",NA,"AM000872"
"AMEX60DD000873",NA,"AM000873"
"AMEX60DD000874",NA,"AM000874"
"AMEX60DD000875","NYNRIN","Nynrin"
"AMEX60DD000876","CCDC159","Ccdc159"
"AMEX60DD000877",NA,"AM000877"
"AMEX60DD000878",NA,"AM000878"
"AMEX60DD000879",NA,"AM000879"
"AMEX60DD000880","H2BC18","H2bc18"
"AMEX60DD000881","CHUK","Chuk"
"AMEX60DD000882",NA,"AM000882"
"AMEX60DD000883",NA,"AM000883"
"AMEX60DD000884","TUBA3C","Tuba3c"
"AMEX60DD000885",NA,"AM000885"
"AMEX60DD000886",NA,"AM000886"
"AMEX60DD000887",NA,"AM000887"
"AMEX60DD000888","MN1","Mn1"
"AMEX60DD000889",NA,"AM000889"
"AMEX60DD000890",NA,"AM000890"
"AMEX60DD000891","PITPNB","Pitpnb"
"AMEX60DD000892","PITPNB","Pitpnb.1"
"AMEX60DD000893",NA,"AM000893"
"AMEX60DD000894",NA,"AM000894"
"AMEX60DD000895",NA,"AM000895"
"AMEX60DD000896","TTC28","Ttc28"
"AMEX60DD000897",NA,"AM000897"
"AMEX60DD000898",NA,"AM000898"
"AMEX60DD000899",NA,"LOC103796406"
"AMEX60DD000900","CHEK2","Chek2"
"AMEX60DD000901","HSCB","Hscb"
"AMEX60DD000902","SLC2A9","Slc2a9.5"
"AMEX60DD000903","APLNR","Aplnr"
"AMEX60DD000904","APLNR","Aplnr.1"
"AMEX60DD000905","RABGEF1","Rabgef1"
"AMEX60DD000906","MORC2","Morc2"
"AMEX60DD000907",NA,"AM000907"
"AMEX60DD000908",NA,"AM000908"
"AMEX60DD000909","SMTN","Smtn"
"AMEX60DD000910",NA,"AM000910"
"AMEX60DD000911","SELENOM","Selenom"
"AMEX60DD000912",NA,"AM000912"
"AMEX60DD000913","INPP5J","Inpp5j"
"AMEX60DD000914",NA,"LOC113746826"
"AMEX60DD000915",NA,"LOC113746826.1"
"AMEX60DD000916",NA,"AM000916"
"AMEX60DD000917",NA,"LOC115635630"
"AMEX60DD000918",NA,"AM000918"
"AMEX60DD000919","PLA2G3","Pla2g3"
"AMEX60DD000920","OAS3","Oas3"
"AMEX60DD000921","OASL","Oasl"
"AMEX60DD000922","OAS3","Oas3.1"
"AMEX60DD000923",NA,"LOC115073459"
"AMEX60DD000924",NA,"AM000924"
"AMEX60DD000925",NA,"LOC115073459.1"
"AMEX60DD000926",NA,"LOC115073459.2"
"AMEX60DD000927","OAS3","Oas3.2"
"AMEX60DD000928","P2RX2","P2rx2"
"AMEX60DD000929",NA,"AM000929"
"AMEX60DD000930","TEP1","Tep1"
"AMEX60DD000931",NA,"AM000931"
"AMEX60DD000932",NA,"AM000932"
"AMEX60DD000933","POLE","Pole"
"AMEX60DD000934","PXMP2","Pxmp2"
"AMEX60DD000935","PES1","Pes1"
"AMEX60DD000936",NA,"LOC109072652"
"AMEX60DD000937","GAL3ST1","Gal3st1"
"AMEX60DD000938",NA,"LOC115077192"
"AMEX60DD000939","ZP3","Zp3"
"AMEX60DD000940","ZP3","Zp3.1"
"AMEX60DD000941","MTFP1","Mtfp1"
"AMEX60DD000942","SEC14L2","Sec14l2"
"AMEX60DD000943",NA,"AM000943"
"AMEX60DD000944",NA,"LOC112587105"
"AMEX60DD000945","RNF215","Rnf215"
"AMEX60DD000946","CCDC157","Ccdc157"
"AMEX60DD000947",NA,"AM000947"
"AMEX60DD000948","SF3A1","Sf3a1"
"AMEX60DD000949","TBC1D10A","Tbc1d10a"
"AMEX60DD000950",NA,"AM000950"
"AMEX60DD000951",NA,"LOC113837993.1"
"AMEX60DD000952","CASTOR1","Castor1"
"AMEX60DD000953",NA,"LOC115073421"
"AMEX60DD000954",NA,"AM000954"
"AMEX60DD000955",NA,"AM000955"
"AMEX60DD000956","LIF","Lif"
"AMEX60DD000957",NA,"AM000957"
"AMEX60DD000958",NA,"AM000958"
"AMEX60DD000959","HORMAD2","Hormad2"
"AMEX60DD000960","HORMAD2","Hormad2.1"
"AMEX60DD000961",NA,"AM000961"
"AMEX60DD000962",NA,"LOC115100538"
"AMEX60DD000963","MTMR3","Mtmr3"
"AMEX60DD000964","TMEM62","Tmem62"
"AMEX60DD000965","ASCC2","Ascc2"
"AMEX60DD000966","ASCC2","Ascc2.1"
"AMEX60DD000967","UQCR10","Uqcr10"
"AMEX60DD000968","ZMAT5","Zmat5"
"AMEX60DD000969",NA,"AM000969"
"AMEX60DD000970","CABP7","Cabp7"
"AMEX60DD000971","CABP7","Cabp7.1"
"AMEX60DD000972",NA,"AM000972"
"AMEX60DD000973",NA,"AM000973"
"AMEX60DD000974",NA,"AM000974"
"AMEX60DD000975",NA,"AM000975"
"AMEX60DD000976","NF2","Nf2"
"AMEX60DD000977",NA,"AM000977"
"AMEX60DD000978",NA,"ROHU_019343"
"AMEX60DD000979",NA,"AM000979"
"AMEX60DD000980",NA,"AM000980"
"AMEX60DD000981","NIPSNAP1","Nipsnap1"
"AMEX60DD000982",NA,"AM000982"
"AMEX60DD000983",NA,"LOC111947684.1"
"AMEX60DD000984",NA,"AM000984"
"AMEX60DD000985",NA,"AM000985"
"AMEX60DD000986",NA,"AM000986"
"AMEX60DD000987","THOC5","Thoc5"
"AMEX60DD000988","NEFH","Nefh"
"AMEX60DD000989",NA,"LOC115100900"
"AMEX60DD000990",NA,"LOC115084588"
"AMEX60DD000991",NA,"LOC115100900.1"
"AMEX60DD000992",NA,"E1301_TTI005140"
"AMEX60DD000993",NA,"AM000993"
"AMEX60DD000994","AP1B1","Ap1b1"
"AMEX60DD000995",NA,"AM000995"
"AMEX60DD000996","RASL10B","Rasl10b"
"AMEX60DD000997","GAS2L1","Gas2l1"
"AMEX60DD000998",NA,"AM000998"
"AMEX60DD000999",NA,"AM000999"
"AMEX60DD001000","EWSR1","Ewsr1"
"AMEX60DD001001","RHBDD3","Rhbdd3"
"AMEX60DD001002",NA,"AM001002"
"AMEX60DD001003",NA,"AM001003"
"AMEX60DD001004","EMID1","Emid1"
"AMEX60DD001005",NA,"AM001005"
"AMEX60DD001006",NA,"AM001006"
"AMEX60DD001007",NA,"AM001007"
"AMEX60DD001008","DTX1","Dtx1"
"AMEX60DD001009",NA,"AM001009"
"AMEX60DD001010",NA,"AM001010"
"AMEX60DD001011","RASAL1","Rasal1"
"AMEX60DD001012","RASAL1","Rasal1.1"
"AMEX60DD001013",NA,"AM001013"
"AMEX60DD001014",NA,"AM001014"
"AMEX60DD001015","CCDC42","Ccdc42"
"AMEX60DD001016",NA,"AM001016"
"AMEX60DD001017","DDX54","Ddx54"
"AMEX60DD001018",NA,"AM001018"
"AMEX60DD001019","RITA1","Rita1"
"AMEX60DD001020","IQCD","Iqcd"
"AMEX60DD001021",NA,"LOC113837993.2"
"AMEX60DD001022",NA,"LOC113837993.3"
"AMEX60DD001023",NA,"LOC100336617"
"AMEX60DD001024",NA,"LOC100336617.1"
"AMEX60DD001025",NA,"LOC113837993.4"
"AMEX60DD001026",NA,"AM001026"
"AMEX60DD001027",NA,"PARPI_0016114"
"AMEX60DD001028","TPCN1","Tpcn1"
"AMEX60DD001029",NA,"AM001029"
"AMEX60DD001030","SLC8B1","Slc8b1"
"AMEX60DD001031","PLBD2","Plbd2"
"AMEX60DD001032",NA,"DR999_PMT12787"
"AMEX60DD001033","SDSL","Sdsl"
"AMEX60DD001034",NA,"AM001034"
"AMEX60DD001035",NA,"AM001035"
"AMEX60DD001036",NA,"AM001036"
"AMEX60DD001037","LHX5","Lhx5"
"AMEX60DD001038",NA,"AM001038"
"AMEX60DD001039",NA,"LOC108717408"
"AMEX60DD001040","RBM19","Rbm19"
"AMEX60DD001041",NA,"AM001041"
"AMEX60DD001042",NA,"AM001042"
"AMEX60DD001043",NA,"AM001043"
"AMEX60DD001044",NA,"AM001044"
"AMEX60DD001045",NA,"AM001045"
"AMEX60DD001046","TXNL4B","Txnl4b"
"AMEX60DD001047",NA,"AM001047"
"AMEX60DD001048",NA,"AM001048"
"AMEX60DD001049",NA,"LOC112547415"
"AMEX60DD001050","TBX5","Tbx5"
"AMEX60DD001051",NA,"AM001051"
"AMEX60DD001052",NA,"AM001052"
"AMEX60DD001053",NA,"AM001053"
"AMEX60DD001054","TBX5","Tbx5.1"
"AMEX60DD001055",NA,"AM001055"
"AMEX60DD001056","TBX3","Tbx3"
"AMEX60DD001057",NA,"AM001057"
"AMEX60DD001058",NA,"AM001058"
"AMEX60DD001059",NA,"AM001059"
"AMEX60DD001060","TMEM167A","Tmem167a"
"AMEX60DD001061",NA,"AM001061"
"AMEX60DD001062",NA,"AM001062"
"AMEX60DD001063",NA,"AM001063"
"AMEX60DD001064",NA,"AM001064"
"AMEX60DD001065",NA,"AM001065"
"AMEX60DD001066",NA,"AM001066"
"AMEX60DD001067","MED13L","Med13l"
"AMEX60DD001068","ACTC1","Actc1"
"AMEX60DD001069","ACTC1","Actc1.1"
"AMEX60DD001070","MED13L","Med13l.1"
"AMEX60DD001071",NA,"AM001071"
"AMEX60DD001072",NA,"C11H12ORF49"
"AMEX60DD001073","RNFT2","Rnft2"
"AMEX60DD001074",NA,"LOC115478516"
"AMEX60DD001075",NA,"D4764_17G0000900"
"AMEX60DD001076",NA,"AM001076"
"AMEX60DD001077",NA,"AM001077"
"AMEX60DD001078","FBXW8","Fbxw8"
"AMEX60DD001079","TESC","Tesc"
"AMEX60DD001080",NA,"AM001080"
"AMEX60DD001081",NA,"AM001081"
"AMEX60DD001082",NA,"AM001082"
"AMEX60DD001083","FBXO21","Fbxo21"
"AMEX60DD001084","NOS1","Nos1"
"AMEX60DD001085",NA,"AM001085"
"AMEX60DD001086",NA,"AM001086"
"AMEX60DD001087",NA,"LOC115816455"
"AMEX60DD001088","KSR2","Ksr2"
"AMEX60DD001089","KSR2","Ksr2.1"
"AMEX60DD001090",NA,"AM001090"
"AMEX60DD001091","RFC5","Rfc5"
"AMEX60DD001092","WSB2","Wsb2"
"AMEX60DD001093",NA,"AM001093"
"AMEX60DD001094","VSIG10","Vsig10"
"AMEX60DD001095",NA,"AM001095"
"AMEX60DD001096",NA,"AM001096"
"AMEX60DD001097",NA,"AM001097"
"AMEX60DD001098","SLC66A1","Slc66a1"
"AMEX60DD001099",NA,"E1301_TTI023775"
"AMEX60DD001100",NA,"AM001100"
"AMEX60DD001101",NA,"AM001101"
"AMEX60DD001102",NA,"LOC112944919"
"AMEX60DD001103",NA,"LOC102935661"
"AMEX60DD001104",NA,"LOC102935661.1"
"AMEX60DD001105",NA,"AM001105"
"AMEX60DD001106",NA,"AM001106"
"AMEX60DD001107",NA,"AM001107"
"AMEX60DD001108",NA,"AM001108"
"AMEX60DD001109",NA,"AM001109"
"AMEX60DD001110",NA,"AM001110"
"AMEX60DD001111",NA,"AM001111"
"AMEX60DD001112",NA,"AM001112"
"AMEX60DD001113",NA,"LOC107385082"
"AMEX60DD001114","FANCL","Fancl"
"AMEX60DD001115",NA,"AM001115"
"AMEX60DD001116",NA,"AM001116"
"AMEX60DD001117",NA,"AM001117"
"AMEX60DD001118","PEBP1","Pebp1"
"AMEX60DD001119",NA,"ROHU_007131"
"AMEX60DD001120",NA,"AM001120"
"AMEX60DD001121","PEBP1","Pebp1.1"
"AMEX60DD001122",NA,"AM001122"
"AMEX60DD001123","TAOK3","Taok3"
"AMEX60DD001124",NA,"AM001124"
"AMEX60DD001125",NA,"AM001125"
"AMEX60DD001126",NA,"AM001126"
"AMEX60DD001127",NA,"AM001127"
"AMEX60DD001128","SUDS3","Suds3"
"AMEX60DD001129",NA,"OJAV_G00236990.2"
"AMEX60DD001130",NA,"AM001130"
"AMEX60DD001131",NA,"AM001131"
"AMEX60DD001132",NA,"AM001132"
"AMEX60DD001133",NA,"AM001133"
"AMEX60DD001134",NA,"AM001134"
"AMEX60DD001135",NA,"AM001135"
"AMEX60DD001136",NA,"AM001136"
"AMEX60DD001137",NA,"AM001137"
"AMEX60DD001138",NA,"AM001138"
"AMEX60DD001139",NA,"AM001139"
"AMEX60DD001140",NA,"AM001140"
"AMEX60DD001141",NA,"LOC100336828.1"
"AMEX60DD001142","SRRM4","Srrm4"
"AMEX60DD001143",NA,"AM001143"
"AMEX60DD001144","HSPB8","Hspb8"
"AMEX60DD001145","HSPB1","Hspb1"
"AMEX60DD001146","CCDC60","Ccdc60"
"AMEX60DD001147",NA,"AM001147"
"AMEX60DD001148",NA,"AM001148"
"AMEX60DD001149","KREMEN1","Kremen1"
"AMEX60DD001150",NA,"AM001150"
"AMEX60DD001151","ZNRF3","Znrf3"
"AMEX60DD001152",NA,"AM001152"
"AMEX60DD001153",NA,"AM001153"
"AMEX60DD001154",NA,"AM001154"
"AMEX60DD001155",NA,"AM001155"
"AMEX60DD001156",NA,"AM001156"
"AMEX60DD001157",NA,"AM001157"
"AMEX60DD001158","XBP1","Xbp1"
"AMEX60DD001159","CCDC117","Ccdc117"
"AMEX60DD001160",NA,"AM001160"
"AMEX60DD001161",NA,"AM001161"
"AMEX60DD001162","TCN2","Tcn2"
"AMEX60DD001163","SLC35E4","Slc35e4"
"AMEX60DD001164",NA,"AM001164"
"AMEX60DD001165",NA,"LOC106704024"
"AMEX60DD001166","SYNRG","Synrg"
"AMEX60DD001167",NA,"AM001167"
"AMEX60DD001168",NA,"LOC113744033"
"AMEX60DD001169",NA,"LOC101590776"
"AMEX60DD001170",NA,"AM001170"
"AMEX60DD001171","OSBP2","Osbp2"
"AMEX60DD001172",NA,"AM001172"
"AMEX60DD001173",NA,"LOC100493526"
"AMEX60DD001174",NA,"LOC113406115"
"AMEX60DD001175","COPE","Cope"
"AMEX60DD001176",NA,"LOC101937899"
"AMEX60DD001177",NA,"AM001177"
"AMEX60DD001178",NA,"AM001178"
"AMEX60DD001179","LZTR1","Lztr1"
"AMEX60DD001180",NA,"AM001180"
"AMEX60DD001181","DGCR6","Dgcr6"
"AMEX60DD001182",NA,"AM001182"
"AMEX60DD001183","TAB3","Tab3"
"AMEX60DD001184","NDUFB1","Ndufb1"
"AMEX60DD001185","AIFM3","Aifm3"
"AMEX60DD001186","AIFM3","Aifm3.1"
"AMEX60DD001187",NA,"AM001187"
"AMEX60DD001188",NA,"LOC115479634"
"AMEX60DD001189","SLC7A4","Slc7a4"
"AMEX60DD001190",NA,"AM001190"
"AMEX60DD001191","LRRC74B","Lrrc74b"
"AMEX60DD001192",NA,"AM001192"
"AMEX60DD001193",NA,"AM001193"
"AMEX60DD001194",NA,"AM001194"
"AMEX60DD001195",NA,"LOC106732742"
"AMEX60DD001196",NA,"AM001196"
"AMEX60DD001197",NA,"AM001197"
"AMEX60DD001198",NA,"AM001198"
"AMEX60DD001199","PROM2","Prom2"
"AMEX60DD001200","PROM2","Prom2.1"
"AMEX60DD001201","KCNIP3","Kcnip3"
"AMEX60DD001202","FAHD2A","Fahd2a"
"AMEX60DD001203","GPAT2","Gpat2"
"AMEX60DD001204","GPAT2","Gpat2.1"
"AMEX60DD001205","GPAT2","Gpat2.2"
"AMEX60DD001206",NA,"AM001206"
"AMEX60DD001207","ADRA2B","Adra2b"
"AMEX60DD001208","ASTL","Astl"
"AMEX60DD001209","STARD7","Stard7"
"AMEX60DD001210",NA,"AM001210"
"AMEX60DD001211","CIAO1","Ciao1"
"AMEX60DD001212","TMEM127","Tmem127"
"AMEX60DD001213","SNRNP200","Snrnp200"
"AMEX60DD001214","SNRNP200","Snrnp200.1"
"AMEX60DD001215","HARBI1","Harbi1.2"
"AMEX60DD001216","ITPRIPL1","Itpripl1"
"AMEX60DD001217","NCAPH","Ncaph"
"AMEX60DD001218",NA,"PARPI_0007353"
