rank;CpG;rank.neg;rank.pos;PRC1_Amin;PRC2_Amin;stackHMM;cor;pvalueStudent;qvalueStudent;nPresentSamples;SE;SpeciesCommonName;SpeciesLatinName;Z;CHR;Gene;bp;P;hg
146;cg25700772;;77;0;0;TxEnh4;0,276911601;0,006035984;0,177876049;97;0,09473063;Axolotl;Ambystoma mexicanum;2,745820168;1;RNF11;51271194;0,006035984;hg38
147;cg20925142;70;;0;0;TxEx2;-0,27670673;0,006075002;0,177876049;97;0,094742266;Axolotl;Ambystoma mexicanum;-2,743705478;12;KMT2D;49021839;0,006075002;hg38
148;cg21826256;71;;0;0;TxEnh8;-0,276440916;0,006125959;0,177876049;97;0,094757352;Axolotl;Ambystoma mexicanum;-2,740962036;9;MAPKAP1;125545987;0,006125959;hg38
149;cg03705387;;78;0;1;BivProm4;0,276436725;0,006126765;0,177876049;97;0,094757589;Axolotl;Ambystoma mexicanum;2,740918781;12;HOXC4;54033695;0,006126765;hg38
150;cg01292679;72;;0;0;ReprPC5;-0,275687648;0,006272425;0,180890916;97;0,094800022;Axolotl;Ambystoma mexicanum;-2,733189394;12;FAM222A;109677491;0,006272425;hg38
151;cg25969031;73;;0;0;TxWk1;-0,275212287;0,006366444;0,182386423;97;0,09482689;Axolotl;Ambystoma mexicanum;-2,7282857;8;ZFHX4;76843616;0,006366444;hg38
152;cg04108195;;79;0;0;EnhWk4;0,274086567;0,006594087;0,186473241;97;0,094890332;Axolotl;Ambystoma mexicanum;2,716677278;1;LINC01364;87563426;0,006594087;hg38
153;cg11641322;;80;0;0;TxWk1;0,273971364;0,006617785;0,186473241;97;0,09489681;Axolotl;Ambystoma mexicanum;2,715489631;1;RNF220;44624731;0,006617785;hg38
154;cg26263695;74;;0;0;TxEnh8;-0,273272249;0,006763219;0,186473241;97;0,094936063;Axolotl;Ambystoma mexicanum;-2,708283668;9;MAPKAP1;125541911;0,006763219;hg38
155;cg16612602;75;;0;0;EnhA17;-0,273163616;0,006786069;0,186473241;97;0,094942153;Axolotl;Ambystoma mexicanum;-2,70716416;18;LINC01898;75655325;0,006786069;hg38
156;cg09709213;76;;0;0;ReprPC2;-0,27310853;0,006797682;0,186473241;97;0,09494524;Axolotl;Ambystoma mexicanum;-2,706596492;7;UNCX;1297889;0,006797682;hg38
157;cg11166718;77;;0;0;Tx8;-0,272908493;0,006840002;0,186473241;97;0,094956446;Axolotl;Ambystoma mexicanum;-2,704535223;13;DIAPH3;59879440;0,006840002;hg38
158;cg00072485;;81;0;1;BivProm2;0,272881012;0,006845834;0,186473241;97;0,094957985;Axolotl;Ambystoma mexicanum;2,704252062;5;TLX3;171311435;0,006845834;hg38
159;cg06096603;;82;0;0;EnhWk8;0,272842788;0,006853953;0,186473241;97;0,094960125;Axolotl;Ambystoma mexicanum;2,703858202;11;GRIA4;105966022;0,006853953;hg38
160;cg13016214;;83;0;0;EnhA2;0,272138419;0,0070051;0,188400377;97;0,094999509;Axolotl;Ambystoma mexicanum;2,696601738;2;TEX41;144651050;0,0070051;hg38
161;cg12723445;78;;0;0;TxEnh5;-0,272107088;0,00701189;0,188400377;97;0,095001259;Axolotl;Ambystoma mexicanum;-2,696279021;17;NLGN2;7408654;0,00701189;hg38
162;cg15561172;;84;0;0;GapArtf1;0,271763161;0,007086821;0,188743696;97;0,09502045;Axolotl;Ambystoma mexicanum;2,69273672;3;RSRC1;158308926;0,007086821;hg38
163;cg21583601;;85;0;0;TxEx2;0,271520929;0,007140019;0,188743696;97;0,095033952;Axolotl;Ambystoma mexicanum;2,690242167;10;LCOR;96954954;0,007140019;hg38
164;cg06915569;79;;0;0;EnhA10;-0,271326375;0,007183001;0,188743696;97;0,095044788;Axolotl;Ambystoma mexicanum;-2,688238802;3;FOXP1;71270233;0,007183001;hg38
165;cg20367539;;86;0;0;TxEnh2;0,271253344;0,007199194;0,188743696;97;0,095048853;Axolotl;Ambystoma mexicanum;2,687486833;2;XPO1;61533857;0,007199194;hg38
166;cg25383609;;87;0;0;EnhWk4;0,270956582;0,007265328;0,189010852;97;0,095065362;Axolotl;Ambystoma mexicanum;2,684431439;18;ZNF521;25138431;0,007265328;hg38
167;cg17880536;80;;0;1;ReprPC1;-0,270816328;0,007296771;0,189010852;97;0,095073158;Axolotl;Ambystoma mexicanum;-2,682987554;11;PAX6;31800799;0,007296771;hg38
168;cg22805522;81;;0;1;ReprPC1;-0,270325563;0,007407738;0,190743116;97;0,095100405;Axolotl;Ambystoma mexicanum;-2,677935943;1;LINC00466;63318178;0,007407738;hg38
169;cg26135564;;88;0;0;TxEx2;0,270034075;0,00747435;0,191319509;97;0,095116565;Axolotl;Ambystoma mexicanum;2,674936068;20;NAPB;23395192;0,00747435;hg38
170;cg10587356;;89;0;0;TxEx3;0,269444354;0,007610733;0,193664541;97;0,095149206;Axolotl;Ambystoma mexicanum;2,668868087;19;DOT1L;2202758;0,007610733;hg38
171;cg02628016;82;;0;0;TxEnh8;-0,269163932;0,007676353;0,194191999;97;0,095164702;Axolotl;Ambystoma mexicanum;-2,665983207;3;KLHL24;183664938;0,007676353;hg38
172;cg17384251;;90;0;0;TxEx1;0,268480396;0,007838396;0,197138424;97;0,095202406;Axolotl;Ambystoma mexicanum;2,658952724;14;TM9SF1;24192719;0,007838396;hg38
173;cg07274932;;91;0;0;EnhWk8;0,267623699;0,008045743;0,200622083;97;0,095249527;Axolotl;Ambystoma mexicanum;2,65014417;4;ADGRL3;62068159;0,008045743;hg38
174;cg18866778;;92;0;0;EnhWk4;0,267526119;0,008069664;0,200622083;97;0,095254885;Axolotl;Ambystoma mexicanum;2,64914106;1;USH2A;216090802;0,008069664;hg38
175;cg05911522;83;;0;1;ReprPC1;-0,266972602;0,008206545;0,202245684;97;0,095285239;Axolotl;Ambystoma mexicanum;-2,643451783;3;LOC440982;147406611;0,008206545;hg38
176;cg22782498;84;;0;0;Quies1;-0,266748618;0,008262514;0,202245684;97;0,095297504;Axolotl;Ambystoma mexicanum;-2,641149968;7;AUTS2;70515992;0,008262514;hg38
177;cg13325740;;93;0;0;ReprPC7;0,266697919;0,008275229;0,202245684;97;0,095300279;Axolotl;Ambystoma mexicanum;2,640628978;21;PCBP3;45914039;0,008275229;hg38
178;cg02793322;85;;0;0;EnhWk8;-0,266505729;0,008323585;0,202284665;97;0,095310793;Axolotl;Ambystoma mexicanum;-2,638654125;11;DLG2;83484212;0,008323585;hg38
179;cg21797039;86;;0;0;EnhA6;-0,265963907;0,008461255;0,202945012;97;0,095340393;Axolotl;Ambystoma mexicanum;-2,633087499;18;ZNF521;25187939;0,008461255;hg38
180;cg26225511;;94;0;0;PromF3;0,265849995;0,008490452;0,202945012;97;0,095346608;Axolotl;Ambystoma mexicanum;2,631917343;12;ARID2;45731313;0,008490452;hg38
181;cg23904344;87;;0;0;TxEx2;-0,265763083;0,008512788;0,202945012;97;0,095351348;Axolotl;Ambystoma mexicanum;-2,631024583;11;PCNX3;65629567;0,008512788;hg38
182;cg01261613;;95;0;0;TxEnh4;0,265663613;0,008538415;0,202945012;97;0,095356772;Axolotl;Ambystoma mexicanum;2,630002868;3;MIRLET7G;52268314;0,008538415;hg38
183;cg06142835;;96;0;0;EnhWk5;0,264958181;0,008722115;0,203669458;97;0,095395176;Axolotl;Ambystoma mexicanum;2,622758211;1;PROX1-AS1;213783603;0,008722115;hg38
184;cg09572652;;97;0;0;EnhWk4;0,264811293;0,0087608;0,203669458;97;0,09540316;Axolotl;Ambystoma mexicanum;2,621249978;2;KLHL29;23684432;0,0087608;hg38
185;cg01243312;;98;0;0;Tx8;0,264731922;0,008781766;0,203669458;97;0,095407472;Axolotl;Ambystoma mexicanum;2,620435046;2;R3HDM1;135665411;0,008781766;hg38
186;cg09129254;;99;0;1;BivProm2;0,264568975;0,008824947;0,203669458;97;0,095416321;Axolotl;Ambystoma mexicanum;2,618762079;8;CSMD3;113436974;0,008824947;hg38
187;cg11417778;;100;0;0;Tx7;0,264540064;0,008832628;0,203669458;97;0,09541789;Axolotl;Ambystoma mexicanum;2,618465265;21;PAXBP1;32755277;0,008832628;hg38
188;cg25739551;;101;0;0;TxWk1;0,264469556;0,008851385;0,203669458;97;0,095421717;Axolotl;Ambystoma mexicanum;2,617741419;3;TP63;189890797;0,008851385;hg38
189;cg00038872;88;;0;0;EnhWk4;-0,263837964;0,009020973;0,205573719;97;0,095455952;Axolotl;Ambystoma mexicanum;-2,611258303;5;PELO;52466266;0,009020973;hg38
190;cg13376897;;102;0;0;EnhA2;0,263720687;0,009052775;0,205573719;97;0,095462299;Axolotl;Ambystoma mexicanum;2,610054687;2;FIGN;163801138;0,009052775;hg38
191;cg25126076;;103;0;0;EnhWk8;0,263509797;0,00911021;0,205573719;97;0,095473707;Axolotl;Ambystoma mexicanum;2,607890456;5;KIAA0825;94251442;0,00911021;hg38
192;cg06438433;89;;0;0;TxEnh6;-0,263323653;0,009161172;0,205573719;97;0,095483768;Axolotl;Ambystoma mexicanum;-2,605980342;1;ZBTB7B;155016404;0,009161172;hg38
193;cg15496558;;104;0;0;ReprPC5;0,263285116;0,009171754;0,205573719;97;0,095485851;Axolotl;Ambystoma mexicanum;2,605584913;1;CAMTA1;7632464;0,009171754;hg38
194;cg23728569;;105;0;0;Tx6;0,26307725;0,009229016;0,205790905;97;0,095497076;Axolotl;Ambystoma mexicanum;2,60345212;5;NIPBL;37065242;0,009229016;hg38
195;cg10919728;;106;0;0;TxEnh5;0,2622759;0,009452718;0,209698155;97;0,095540269;Axolotl;Ambystoma mexicanum;2,595231671;3;IQSEC1;12902791;0,009452718;hg38
196;cg05346606;;107;0;0;EnhWk8;0,260603051;0,009935094;0,219274661;97;0,095630011;Axolotl;Ambystoma mexicanum;2,578080172;23;POLA1;24990722;0,009935094;hg38
197;cg20645305;;108;0;0;Acet5;0,260074789;0,01009184;0,220525218;97;0,095658231;Axolotl;Ambystoma mexicanum;2,572666489;15;C15orf41;36495641;0,01009184;hg38
198;cg17782734;;109;0;0;Acet4;0,259984134;0,010118956;0,220525218;97;0,095663068;Axolotl;Ambystoma mexicanum;2,571737568;9;BNC2;16484330;0,010118956;hg38
199;cg21140729;;110;0;0;PromF4;0,259823408;0,010167188;0,220525218;97;0,09567164;Axolotl;Ambystoma mexicanum;2,570090725;23;RAP2C-AS1;132217147;0,010167188;hg38
200;cg18245454;90;;0;0;ReprPC4;-0,259728813;0,010195669;0,220525218;97;0,095676682;Axolotl;Ambystoma mexicanum;-2,569121538;1;TAS1R2;18769029;0,010195669;hg38
201;cg21930209;;111;0;1;PromF3;0,259140173;0,010374474;0,223276255;97;0,095708018;Axolotl;Ambystoma mexicanum;2,563091386;2;ARL4C;234496492;0,010374474;hg38
202;cg00067701;;112;0;0;EnhA17;0,258644575;0,010527139;0,224065187;97;0,095734346;Axolotl;Ambystoma mexicanum;2,55801553;16;ZNF423;49491140;0,010527139;hg38
203;cg26992565;91;;0;0;Acet2;-0,258534082;0,010561443;0,224065187;97;0,095740209;Axolotl;Ambystoma mexicanum;-2,556884016;6;ADGRB3;68936631;0,010561443;hg38
204;cg17470778;92;;0;0;EnhA17;-0,25851775;0,010566521;0,224065187;97;0,095741075;Axolotl;Ambystoma mexicanum;-2,556716769;18;TCF4;55352154;0,010566521;hg38
205;cg14096781;93;;0;0;Acet2;-0,257842073;0,010778516;0,225227937;97;0,095776871;Axolotl;Ambystoma mexicanum;-2,549798622;5;LINC02106;51095791;0,010778516;hg38
206;cg09624428;;113;0;0;Acet4;0,257460253;0,01089995;0,225227937;97;0,095797057;Axolotl;Ambystoma mexicanum;2,545890083;18;ZNF407;74748992;0,01089995;hg38
207;cg10760299;94;;0;0;BivProm4;-0,257404946;0,010917639;0,225227937;97;0,095799979;Axolotl;Ambystoma mexicanum;-2,545323983;15;GATM;45376812;0,010917639;hg38
208;cg02939383;95;;0;0;EnhA17;-0,257345831;0,010936574;0,225227937;97;0,095803101;Axolotl;Ambystoma mexicanum;-2,544718912;9;TLE4;79395818;0,010936574;hg38
209;cg19195912;;114;0;0;EnhA6;0,257097811;0,011016327;0,225227937;97;0,095816192;Axolotl;Ambystoma mexicanum;2,542180486;2;FIGN;163944507;0,011016327;hg38
210;cg18428461;96;;0;0;Acet5;-0,257066246;0,011026514;0,225227937;97;0,095817857;Axolotl;Ambystoma mexicanum;-2,541857445;1;ADGRL2;81584057;0,011026514;hg38
211;cg20188742;;115;0;1;BivProm2;0,25702607;0,011039491;0,225227937;97;0,095819976;Axolotl;Ambystoma mexicanum;2,541446283;3;FEZF2;62370310;0,011039491;hg38
212;cg20014398;97;;0;1;BivProm2;-0,256894843;0,011081972;0,225227937;97;0,095826895;Axolotl;Ambystoma mexicanum;-2,540103353;11;PAX6;31804244;0,011081972;hg38
213;cg09347295;98;;0;0;Tx4,TxEx1;-0,256870265;0,011089944;0,225227937;97;0,095828191;Axolotl;Ambystoma mexicanum;-2,539851839;1;ZNF326;90007439;0,011089944;hg38
214;cg26105485;99;;0;0;PromF6;-0,256584926;0,011182865;0,22523153;97;0,095843222;Axolotl;Ambystoma mexicanum;-2,536932059;23;SAT1;23784331;0,011182865;hg38
215;cg24077904;;116;0;0;Quies3;0,256550099;0,011194253;0,22523153;97;0,095845056;Axolotl;Ambystoma mexicanum;2,536575717;3;RSRC1;158308429;0,011194253;hg38
216;cg18893738;;117;0;0;ReprPC5;0,256277679;0,011283682;0,225261528;97;0,095859389;Axolotl;Ambystoma mexicanum;2,533788491;20;LINC00237;20993616;0,011283682;hg38
217;cg09200783;100;;0;0;Tx8;-0,256090508;0,011345486;0,225261528;97;0,095869228;Axolotl;Ambystoma mexicanum;-2,531873668;14;TMEM260;56590439;0,011345486;hg38
218;cg10528602;;118;0;0;Quies2;0,256070942;0,011351964;0,225261528;97;0,095870256;Axolotl;Ambystoma mexicanum;2,531673507;16;CDH8;61653663;0,011351964;hg38
219;cg17299060;;119;0;0;EnhA19;0,255891035;0,011411678;0,225412462;97;0,095879706;Axolotl;Ambystoma mexicanum;2,529833141;4;CHIC2;54015634;0,011411678;hg38
220;cg13181002;;120;0;0;EnhA18;0,255501599;0,011541879;0,226947998;97;0,095900139;Axolotl;Ambystoma mexicanum;2,525849877;2;GPD2;156700851;0,011541879;hg38
221;cg03242214;;121;0;0;EnhWk5;0,25502976;0,011701367;0,229036738;97;0,095924854;Axolotl;Ambystoma mexicanum;2,521024616;14;BCL11B;99169358;0,011701367;hg38
222;cg21506362;;122;0;0;PromF1;0,254875284;0,011753998;0,229036738;97;0,095932935;Axolotl;Ambystoma mexicanum;2,519445072;11;PPP2R5B;64925885;0,011753998;hg38
223;cg21317790;;123;0;0;BivProm1;0,254714017;0,011809163;0,229079785;97;0,095941367;Axolotl;Ambystoma mexicanum;2,517796203;14;GALNT16;69260329;0,011809163;hg38
224;cg06619863;;124;0;0;TxWk1;0,253559396;0,012210771;0,235812919;97;0,096001578;Axolotl;Ambystoma mexicanum;2,505993943;9;CNTLN;17236496;0,012210771;hg38
225;cg01914744;101;;0;0;TxEx1;-0,251732006;0,012870733;0,246968064;97;0,096096313;Axolotl;Ambystoma mexicanum;-2,487326173;14;EIF5;103336767;0,012870733;hg38
226;cg07731972;102;;0;0;Acet3;-0,251645894;0,012902585;0,246968064;97;0,09610076;Axolotl;Ambystoma mexicanum;-2,486446837;8;RIMS2;104013618;0,012902585;hg38
227;cg13609514;103;;0;0;Quies2;-0,250928198;0,013170727;0,250990001;97;0,096137767;Axolotl;Ambystoma mexicanum;-2,479119225;6;GRIK2;101928515;0,013170727;hg38
228;cg16015033;104;;0;0;Quies2;-0,250109233;0,013482618;0,253886918;97;0,096179866;Axolotl;Ambystoma mexicanum;-2,470760251;9;TUSC1;25175930;0,013482618;hg38
229;cg18059870;;125;0;0;BivProm2;0,249793248;0,013604661;0,253886918;97;0,096196072;Axolotl;Ambystoma mexicanum;2,467535809;13;SLITRK1;83881453;0,013604661;hg38
230;cg13746386;;126;0;0;Tx4;0,249508723;0,013715375;0,253886918;97;0,096210648;Axolotl;Ambystoma mexicanum;2,464632746;4;CHIC2;54014038;0,013715375;hg38
231;cg24039458;;127;0;1;ReprPC2;0,249436199;0,01374372;0,253886918;97;0,09621436;Axolotl;Ambystoma mexicanum;2,463892827;19;LOC100505585;41933384;0,01374372;hg38
232;cg05958024;;128;0;0;TxEnh5;0,249337783;0,013782266;0,253886918;97;0,096219397;Axolotl;Ambystoma mexicanum;2,462888777;6;NHSL1;138442084;0,013782266;hg38
233;cg02779499;105;;0;1;PromF5;-0,249182252;0,013843374;0,253886918;97;0,096227351;Axolotl;Ambystoma mexicanum;-2,461302117;12;TBX3;114684280;0,013843374;hg38
234;cg26709901;106;;0;0;EnhWk8;-0,249131045;0,013863545;0,253886918;97;0,096229969;Axolotl;Ambystoma mexicanum;-2,460779743;2;NRXN1;50623318;0,013863545;hg38
235;cg12392571;;129;0;0;ReprPC4;0,249078942;0,013884094;0,253886918;97;0,096232633;Axolotl;Ambystoma mexicanum;2,460248246;1;LINC01739;62999555;0,013884094;hg38
236;cg13416912;;130;0;0;TxEx1;0,248818856;0,01398707;0,253886918;97;0,096245919;Axolotl;Ambystoma mexicanum;2,457595281;2;INO80D;206062835;0,01398707;hg38
237;cg06623498;107;;0;0;ReprPC4;-0,248677983;0,014043122;0,253886918;97;0,096253109;Axolotl;Ambystoma mexicanum;-2,456158447;10;EMX2OS;117719646;0,014043122;hg38
238;cg04952455;;131;0;0;ReprPC5;0,248611483;0,01406965;0,253886918;97;0,096256502;Axolotl;Ambystoma mexicanum;2,455480213;1;CASZ1;10827895;0,01406965;hg38
239;cg16545804;108;;0;0;ReprPC3;-0,248550843;0,014093878;0,253886918;97;0,096259595;Axolotl;Ambystoma mexicanum;-2,454861748;1;MIR3659;38095514;0,014093878;hg38
240;cg20787552;;132;0;0;HET2;0,248518875;0,014106665;0,253886918;97;0,096261226;Axolotl;Ambystoma mexicanum;2,454535723;20;LINC00237;20993521;0,014106665;hg38
241;cg21022384;;133;0;0;EnhA6;0,248424656;0,01414441;0,253886918;97;0,096266029;Axolotl;Ambystoma mexicanum;2,45357484;3;RSRC1;158272350;0,01414441;hg38
242;cg23446200;109;;0;0;Acet4;-0,247932275;0,014343095;0,254026195;97;0,096291104;Axolotl;Ambystoma mexicanum;-2,448553945;8;LOC102724710;92506383;0,014343095;hg38
243;cg25970241;;134;0;0;TxEx2;0,247910737;0,014351841;0,254026195;97;0,0962922;Axolotl;Ambystoma mexicanum;2,448334334;11;AMBRA1;46508305;0,014351841;hg38
244;cg07037105;;135;0;0;DNase1;0,247862453;0,014371465;0,254026195;97;0,096294656;Axolotl;Ambystoma mexicanum;2,447842033;8;ZNF703;37675403;0,014371465;hg38
245;cg15486257;;136;0;0;TxEnh8;0,247824121;0,01438706;0,254026195;97;0,096296605;Axolotl;Ambystoma mexicanum;2,447451206;2;ZEB2;144402436;0,01438706;hg38
246;cg05992953;;137;0;0;Tx2;0,247603511;0,014477102;0,254428597;97;0,096307819;Axolotl;Ambystoma mexicanum;2,445202027;9;PBX3;125910431;0,014477102;hg38
247;cg10113893;;138;0;0;EnhWk4;0,247480595;0,014527482;0,254428597;97;0,096314062;Axolotl;Ambystoma mexicanum;2,443948942;11;ELP4;31764953;0,014527482;hg38
248;cg10410822;110;;0;0;TxEnh4;-0,247302123;0,014600904;0,254683364;97;0,096323122;Axolotl;Ambystoma mexicanum;-2,442129606;6;QKI;163570836;0,014600904;hg38
249;cg24463619;111;;0;0;TxEx1;-0,247035941;0,014711007;0,255573351;97;0,096336622;Axolotl;Ambystoma mexicanum;-2,439416384;5;CLK4;178617424;0,014711007;hg38
250;cg04987336;;139;0;0;TxWk1;0,246505768;0,014932453;0,258382845;97;0,096363468;Axolotl;Ambystoma mexicanum;2,434013133;10;MCU;72884335;0,014932453;hg38
251;cg11023965;112;;0;0;ReprPC2;-0,245880585;0,015197292;0,260644384;97;0,096395051;Axolotl;Ambystoma mexicanum;-2,427643052;1;INSRR;156842504;0,015197292;hg38
252;cg24830181;;140;0;0;ReprPC4;0,24568087;0,015282749;0,260644384;97;0,096405123;Axolotl;Ambystoma mexicanum;2,425608451;4;TTC29;146880857;0,015282749;hg38
253;cg00902275;;141;0;0;ReprPC2;0,245574042;0,01532863;0,260644384;97;0,096410508;Axolotl;Ambystoma mexicanum;2,42452021;10;PAX2;100804026;0,01532863;hg38
254;cg14212421;;142;0;0;TxEx1;0,245344929;0,015427434;0,260644384;97;0,096422047;Axolotl;Ambystoma mexicanum;2,422186414;19;ILF3;10678676;0,015427434;hg38
255;cg01705052;113;;0;0;BivProm1;-0,245246881;0,015469885;0,260644384;97;0,096426982;Axolotl;Ambystoma mexicanum;-2,421187743;16;SHISA9;12902377;0,015469885;hg38
256;cg00211337;;143;0;0;TxEx2;0,245166862;0,015504606;0,260644384;97;0,096431009;Axolotl;Ambystoma mexicanum;2,420372732;2;TRIP12;229805834;0,015504606;hg38
257;cg16391501;114;;0;0;BivProm2;-0,244998275;0,015577976;0,260644384;97;0,096439487;Axolotl;Ambystoma mexicanum;-2,418655721;10;PAX2;100654689;0,015577976;hg38
258;cg03929725;;144;0;0;Acet2;0,24499631;0,015578833;0,260644384;97;0,096439586;Axolotl;Ambystoma mexicanum;2,418635709;8;CYP7B1;64702711;0,015578833;hg38
259;cg20759301;;145;0;0;ReprPC6,ReprPC7;0,24493538;0,015605426;0,260644384;97;0,096442648;Axolotl;Ambystoma mexicanum;2,418015185;8;LINC01299;65455364;0,015605426;hg38
260;cg12958327;115;;0;0;Tx7;-0,244605492;0,015750086;0,26066666;97;0,096459217;Axolotl;Ambystoma mexicanum;-2,414655787;4;CNOT6L;77774635;0,015750086;hg38
261;cg17742083;116;;0;0;Acet2;-0,244462395;0,015813196;0,26066666;97;0,096466397;Axolotl;Ambystoma mexicanum;-2,413198705;19;TSHZ3;31424274;0,015813196;hg38
262;cg22300018;;146;0;0;EnhWk4;0,244283861;0,015892242;0,26066666;97;0,09647535;Axolotl;Ambystoma mexicanum;2,411380892;15;SPATA8-AS1;96598726;0,015892242;hg38
263;cg15863913;;147;0;0;Quies1;0,244266132;0,01590011;0,26066666;97;0,096476239;Axolotl;Ambystoma mexicanum;2,411200386;6;LOC101927314;98022698;0,01590011;hg38
264;cg19561086;;148;0;0;EnhA5;0,244210024;0,015925033;0,26066666;97;0,096479051;Axolotl;Ambystoma mexicanum;2,410629129;2;VRK2;57891203;0,015925033;hg38
265;cg27070923;117;;0;0;TxEnh6;-0,244044917;0,015998569;0,26066666;97;0,096487321;Axolotl;Ambystoma mexicanum;-2,408948196;10;CELF2;11266510;0,015998569;hg38
266;cg25058672;118;;0;0;znf1;-0,243850602;0,016085489;0,26066666;97;0,096497048;Axolotl;Ambystoma mexicanum;-2,406970039;19;PTPRS;5256113;0,016085489;hg38
267;cg21303286;119;;0;0;BivProm4;-0,243843172;0,016088821;0,26066666;97;0,09649742;Axolotl;Ambystoma mexicanum;-2,406894399;10;BTRC;101486139;0,016088821;hg38
268;cg24089067;;149;0;0;ReprPC5;0,243264105;0,016350323;0,26357352;97;0,09652636;Axolotl;Ambystoma mexicanum;2,401000306;17;MRM1;36698437;0,016350323;hg38
269;cg14767257;120;;0;0;EnhWk5;-0,243176731;0,016390098;0,26357352;97;0,09653072;Axolotl;Ambystoma mexicanum;-2,400111076;23;CASK;41556546;0,016390098;hg38
270;cg02758817;121;;0;1;BivProm1;-0,242863983;0,016533154;0,264889337;97;0,096546316;Axolotl;Ambystoma mexicanum;-2,396928393;7;HOXA11-AS;27185128;0,016533154;hg38
271;cg12676910;122;;0;0;PromF4;-0,242341105;0,016774739;0,267768199;97;0,096572345;Axolotl;Ambystoma mexicanum;-2,391608197;19;ACTN4;38647854;0,016774739;hg38
272;cg18702811;;150;0;0;ReprPC4;0,241613473;0,017115997;0,272211098;97;0,096608474;Axolotl;Ambystoma mexicanum;2,384206447;1;LINC01343;38258533;0,017115997;hg38
273;cg15224507;123;;0;0;TxEx3;-0,240880714;0,017465701;0,276506531;97;0,096644748;Axolotl;Ambystoma mexicanum;-2,376754651;9;ZNF462;106932494;0,017465701;hg38
274;cg23577036;124;;0;0;EnhA17;-0,240780666;0,017513923;0,276506531;97;0,096649692;Axolotl;Ambystoma mexicanum;-2,375737379;20;KIZ;21234999;0,017513923;hg38
275;cg04517300;;151;0;0;Quies3;0,240426576;0,017685515;0,278200264;97;0,096667174;Axolotl;Ambystoma mexicanum;2,372137349;14;NRXN3;78649279;0,017685515;hg38
276;cg14662402;;152;0;0;TxEx3;0,240280807;0,017756575;0,27830604;97;0,096674363;Axolotl;Ambystoma mexicanum;2,370655461;1;AGO3;36055739;0,017756575;hg38
277;cg25647160;;153;0;0;ReprPC3;0,239983217;0,017902409;0,279578791;97;0,096689026;Axolotl;Ambystoma mexicanum;2,367630424;3;SHOX2;158058717;0,017902409;hg38
278;cg25644033;;154;0;0;EnhWk8;0,239448063;0,018167261;0,282160041;97;0,09671535;Axolotl;Ambystoma mexicanum;2,362191376;13;PCDH17;57724647;0,018167261;hg38
279;cg25362948;;155;0;0;Tx6;0,239386092;0,018198148;0,282160041;97;0,096718394;Axolotl;Ambystoma mexicanum;2,361561606;1;CEP170;243156359;0,018198148;hg38
280;cg05925239;125;;0;1;TSS1;-0,238995896;0,018393667;0,284145367;97;0,096737546;Axolotl;Ambystoma mexicanum;-2,357596639;1;BCAR3;93847656;0,018393667;hg38
281;cg05278305;;156;0;0;TxEx2;0,238869152;0,018457564;0,284145367;97;0,09674376;Axolotl;Ambystoma mexicanum;2,35630886;3;NR2C2;15020755;0,018457564;hg38
282;cg18728108;126;;0;0;Tx8;-0,238688347;0,018549046;0,284541094;97;0,096752618;Axolotl;Ambystoma mexicanum;-2,354471896;10;CELF2;11334262;0,018549046;hg38
283;cg11868140;;157;0;0;Tx7;0,238292032;0,018750937;0,285887093;97;0,096772013;Axolotl;Ambystoma mexicanum;2,350445827;3;MFN1;179375215;0,018750937;hg38
284;cg00487538;127;;0;1;ReprPC1;-0,238256817;0,018768967;0,285887093;97;0,096773735;Axolotl;Ambystoma mexicanum;-2,350088123;1;PAX7;18636277;0,018768967;hg38
285;cg22985336;;158;0;0;Tx5;0,23801248;0,018894481;0,286789096;97;0,096785674;Axolotl;Ambystoma mexicanum;2,34760629;1;PEX14;10623314;0,018894481;hg38
